title,genre,classification,duration,synopsis,url
Saldo de cuentas,Thriller,TV-MA,1hr 38 min,Un policía que trabaja como asesino a sueldo acepta matar a la madre de un narcotraficante desesperado a cambio de la hermana virgen del joven y de una parte del seguro de vida que el narcotraficante cobrará cuando muera su madre.,https://pluto.tv/on-demand/movies/604f8741e7c979001a8a84f2/details
Perros de presa,Thriller,TV-PG,1hr 28 min,"Los niños liberados de un campo de concentración nazi tienen que superar el hambre, la sed y los perros viciosos en una mansión abandonada rodeada por el bosque.",https://pluto.tv/on-demand/movies/6474bc98f2a541001bcb2db6/details
The Human Stain,Drama,R,1hr 45 min,"Cuando un antiguo decano universitario caído en desgracia vive un romance con una misteriosa mujer más joven, se ve obligado a enfrentarse a un hecho impactante sobre su propia vida que ha mantenido en secreto durante cincuenta años.",https://pluto.tv/on-demand/movies/66a7d74094a184001329d58c/details
Más viejo que América,Thriller,R,1hr 41 min,Unas visiones revelan el plan de un sacerdote para callar a una mujer antes que ella cuente las atrocidades cometidas en una escuela.,https://pluto.tv/on-demand/movies/60bf9426bf15af001377c80a/details
Fugitivo,Thriller,R,1hr 44 min,Un ex agente de la CIA y su hija se ven obligados a huir cuando sus empleadores los marcan a ambos para despedirlos como parte de una conspiración internacional de gran alcance.,https://pluto.tv/on-demand/movies/5f43de2717dc86001a796585/details
La Beca,Thriller,TV-G,1hr 10 min,"Desesperado por la situación económica y presionado por su amante, Juan Carlos decide servir de mula para llevar droga a los Estados Unidos, pero en el aeropuerto su hijo se enferma y debe llevarlo al hospital de urgencia.",https://pluto.tv/on-demand/movies/5fad92632cdc95001a8e181a/details
The Face of an Angel,Thriller,R,1hr 41 min,Tanto un periodista como un documentalista persiguen la historia de un asesinato y su principal sospechoso.,https://pluto.tv/on-demand/movies/5ea2f2971ea4a6001a5d029e/details
Aguas Negras,Drama,TV-14,1hr 31 min,"Después de ser abandonada por su novio, Tara es llevada a caminar por el lago por su amiga Amy. Allí, conocen a un hombre misterioso y atractivo, con quien inician un juego que podría terminar muy mal para uno de ellos.",https://pluto.tv/on-demand/movies/656f36bc2f9f5b001393bc6d/details
Enemigo en Casa,Thriller,PG-13,1hr 29 min,"Cuando Danny presencia cómo su padrastro Rick asesina a un hombre, Frank, el padre de Danny, tiene que proteger a su hijo del mayor peligro.",https://pluto.tv/on-demand/movies/66a7d1a32fca0600131c83d3/details
Memento,Thriller,R,1hr 53 min,"MEMENTO, una película emblemática del aclamado director Christopher Nolan es un thriller alucinante cuyo poder crece a medida de que transcurre su trama.",https://pluto.tv/on-demand/movies/66c4a71061ac500014a05fd5/details
Heredero,Horror,TV-MA,1hr 38 min,"Cuando un joven cae enfermo por una misteriosa enfermedad, su madre tendrá que decidir hasta dónde está dispuesta a llegar para protegerle de unas aterradoras fuerzas que estuvieron presentes en su vida pasada.",https://pluto.tv/on-demand/movies/641362fa3448750014018a1e/details
Antes que el diablo sepa que has muerto,Thriller,R,1hr 56 min,"Cuando dos hermanos organizan el robo de la joyería de sus padres, el trabajo sale terriblemente mal, lo que desencadena una serie de eventos que los envía a ellos, a su padre y a la esposa de un hermano, a toda velocidad hacia un clímax demoledor.",https://pluto.tv/on-demand/movies/63110c7255ecdb0013ce590a/details
"Armas, Chicas y Apuestas",Thriller,TV-MA,1hr 25 min,"Después de que una invaluable máscara de guerra apache es robada de un casino indígena, una serie de criminales llegan a un pueblo con la esperanza de recuperar el tesoro robado.",https://pluto.tv/on-demand/movies/604b91bab2b870001a05ec69/details
Obsesión del pasado,Thriller,R,1hr 35 min,Elizabeth y Mike viven un romance en la universidad y deciden ir a la ciudad del joven para presentarla. Es entonces cuando el joven descubre que su amor de la escuela secundaria Shelby ha desarrollado una malsana obsesión con él,https://pluto.tv/on-demand/movies/62bf0d613071460013d6c9bd/details
De Amor y Dinero,Thrillers,TV-14,1hr 36 min,"Un thriller centrado en un estafador, su esposa y un extraño que huye de Atenas después de que uno de ellos se ve envuelto en la muerte de un detective privado.",https://pluto.tv/on-demand/movies/654d3fe8727df0001a3c314c/details
Accidente,Thriller,R,1hr 31 min,"Jess y Caroline son dos jovenes en camino a un concierto en Carolina del Norte y conocen a Fred y Thomas pero, el viaje se vuelve una pesadilla cuando sufren un accidente en un lugar aislado y acaban quedando atrapados en los herrajes del coche.",https://pluto.tv/on-demand/movies/6141f445bce9e900135a5d9c/details
Traders,Thriller,R,1hr 30 min,"Un emprendedor que está pasando por una mala racha inventa Trading, un juego clandestino en el que individuos que están igual de desesperados liquidan sus activos, se encuentran a ciegas y luchan hasta la muerte.",https://pluto.tv/on-demand/movies/5e4a95ae972532ebefd676e6/details
The Wrong Daughter,Thriller,PG-13,1hr 30 min,"Cuando Danica, la niña que Kate dio en adopción 17 años atrás, aparece en Facebook, Kate la invita a vivir con ella y su esposo. Pero, descubren que tiene un secreto.",https://pluto.tv/on-demand/movies/615b13cb34ee6100132bee46/details
Bent :Corrupción Policiaca,Thriller,R,1hr 36 min,"Danny Gallagher un detective de narcoticos desacreditado recien salido de la carcel, busca vengarse del responsable del cargo que condujo a su arresto y que mato a su pareja.",https://pluto.tv/on-demand/movies/6141f442bce9e900135a5d62/details
The Perfect Cheerleader,Thriller,PG-13,1hr 27 min,"Una estudiante de primer año de la universidad, que acaba de formar parte del equipo de animadoras, se enamora de un hombre mucho mayor.",https://pluto.tv/on-demand/movies/615b13bb34ee6100132beae4/details
Giallo,Thriller,R,1hr 32 min,"Mientras vive en Italia, Celine (ELSA PATAKY), una modelo estadounidense, es secuestrada por su taxista cuando se dirigía a encontrarse con su hermana,",https://pluto.tv/on-demand/movies/62b333a273db9e001376e9f4/details
House Under Seige,Thriller,N/A,1hr 17 min,"Durante un robo a una joyería, uno de los tres ladrones resulta herido y es ayudado por un médico local. Cuando los diamantes desaparecen, los ladrones toman de rehén al médico y a su familia.",https://pluto.tv/on-demand/movies/61826d22efc3c8001ae5fa39/details
Lazos de sangre,Thriller,TV-MA,1hr 32 min,"Thriller que se centra en el colapso moral de una familia de policías. Dos hermanos policías, sofocados por la sombra de su padre, el ex jefe de la policía, tienen que investigar un crimen que ellos mismos han cometido.",https://pluto.tv/on-demand/movies/5fb7bbb45eb0df001b1457db/details
Mommy's Little Secrets,Thriller,PG-13,1hr 28 min,"Eric, de diez años, ya está harto de que lo intimiden. Y ahora que ha encontrado la ""familia perfecta"", ¡Lo van a adoptar les guste o no!",https://pluto.tv/on-demand/movies/615b13b534ee6100132be97e/details
Diario de un Asesino,Thriller,R,1hr 34 min,Un excelente escritor de novelas de misterio y violentos asesinatos seriales es el principal sospechoso de un asesinato en un pueblo al que acaba de llegar. La brillantez con la que escribe puede que no sea tan sólo ficción.,https://pluto.tv/on-demand/movies/628f8006bf4210001a3e266b/details
Bajo anestesia,Thriller,R,1hr 24 min,"Mientras se somete a una cirugía, un joven adinerado experimenta una conciencia intraoperatoria y descubre que el equipo quirúrgico tenía la intención de asesinarlo.",https://pluto.tv/on-demand/movies/66be40beb20e790013300d10/details
Las Notas de Chapin,Thriller,TV-14,1hr 34 min,"Un grupo de adolescentes en su noche de fiesta de pijamas , liderado por Chapin, se aventura en un juego competitivo de desafíos difíciles, hasta llegar a un punto en el que las chicas desentrañarán la verdad de un supuesto suicidio de un ex alumno.",https://pluto.tv/on-demand/movies/60c8abe836537d0013320cb8/details
Amber Alert,Thriller,TV-PG,1hr 28 min,"Erin parece tener la familia perfecta. Sin embargo, ella es víctima de violencia doméstica a manos de su esposo. Cuando finalmente va demasiado lejos, Erin se lleva a sus hijos y huye a California.",https://pluto.tv/on-demand/movies/64ecab428a0f7100130a765b/details
The Housemaid,Thriller,R,1hr 47 min,El romance de un hombre con la criada de su familia conduce a oscuras consecuencias. Intensamente erótico y diabólicamente divertido.,https://pluto.tv/on-demand/movies/6408ab7be9c66300131f8bab/details
El Asistente,Thriller,TV-MA,2hr 16 min,Ray Shawn sale de prisión y pronto se da cuenta de que la vida tras las rejas puede haber sido mucho más fácil que lo que tiene que enfrentar como asistente de uno de los magnates de los medios más grandes del país.,https://pluto.tv/on-demand/movies/627c0a2a55812e0013ede18a/details
Boot tracks aka Tomorrow youre gone,Thriller,R,1hr 31 min,"Charlie Rankin, recientemente liberado de prisión, conoce a Florence Jane, quien lo ayuda a buscar venganza por su mentor en la cárcel, William ""El Buda"" Pettigrew.",https://pluto.tv/on-demand/movies/65c3a90e70ac440013b90005/details
Steel City,Thriller,R,1hr 35 min,"Durante un invierno del Medio Oeste, dos hermanos de clase trabajadora deben lidiar con su padre recientemente encarcelado.",https://pluto.tv/on-demand/movies/6024362f8d35a80013ee1a06/details
La Presencia,Thriller,TV-14,1hr 26 min,"En esta oscura historia de fantasmas, una mujer viaja a una cabaña aislada en donde será acosada por una extraña presencia. Para dilucidar que ocurrió allí, deberá atreverse a entablar comunicación con ella.",https://pluto.tv/on-demand/movies/60c8abe236537d0013320c48/details
El Ocaso de La Luz,Action & Adventure,R,1hr 34 min,"Un agente de la CIA descubre que está comenzando a perder la vista, y es muy probable que se quede completamente ciego. Mientras lucha con esta ceguera, tiene que enfrentarse a la última misión de su último trabajo.",https://pluto.tv/on-demand/movies/6141f407bce9e900135a58af/details
Otra Vida,Thriller,TV-G,1hr 36 min,"Una científica desarrolla una droga revolucionaria que induce realidades virtuales y amplía el sentido del tiempo. Cuando el gobierno intenta hacerse con el proyecto, ella tendrá que decidir cómo utilizar su poderosa creación.",https://pluto.tv/on-demand/movies/6474b1ba274ca8001a440393/details
Hindsight,Thriller,R,1hr 33 min,"Inesperadamente embarazadas y sin medios para criar a un hijo, Dina y Ronnie deciden vender a su bebé por nacer a través de Internet. Su plan comienza a desmoronarse cuando la pareja que han elegido, Paul y Maria, resulta que tienen una agenda propia.",https://pluto.tv/on-demand/movies/60256e60dec59000136bc797/details
Traición Total,Thriller,R,1hr 32 min,"Cuando una periodista es informada por un agente del FBI de que su marido acaba de ser asesinado, los dos unen sus fuerzas para descubrir una impactante y letal red de engaños.",https://pluto.tv/on-demand/movies/62d0556b18de5200137a2d6c/details
Asesinatos del pasado,Thriller,PG-13,1hr 18 min,"El detective Starks investiga misteriosos asesinatos muy similares a los cometidos por el asesino en serie Henry Lee Bishop. Mientras Starks intenta buscar respuestas, un chico sordo descubre a una universitaria que lucha por sobrevivir.",https://pluto.tv/on-demand/movies/6266e4ccbaa39e0013e4a6b8/details
El Primogénito,Thriller,TV-14,1hr 37 min,"Cuando una mujer se queda embarazada por primera vez, tanto ella como su marido reciben la noticia con gran entusiasmo. Pero, tras el nacimiento, la obsesión de la madre por el cuidado de su hijo es tal que la lleva a confundir realidad y fantasía.",https://pluto.tv/on-demand/movies/6091872fc14fe70013ba8bfe/details
Freetwon,Drama,PG-13,1hr 55 min,Un grupo de misioneros nativos de Liberia hacen un viaje desesperado a través de su país devastado por la guerra para salvar a uno de los suyos.,https://pluto.tv/on-demand/movies/65c3abd3b8685b00138230e4/details
Selección natural,Horror,N/A,1hr 41 min,"El chico nuevo, un tímido estudiante de último año de secundaria, se ve atormentado por todos sus compañeros excepto uno, pero su nuevo amigo tiene una perspectiva oscura y contagiosa.",https://pluto.tv/on-demand/movies/62b2258c2fbef4001388a822/details
El Experimento,Thriller,R,1hr 36 min,Remake de la película alemana de 2001 Das experiment dirigida por Oliver Hirschbiegel. Cuenta la historia de 20 hombres que llegan a una cárcel ficticia buscando la forma de ganar dinero rápido. Deberán participar en un experimento sociológico.,https://pluto.tv/on-demand/movies/5f7b87bfe4b56900138b8256/details
Contrarreloj,Thriller,R,1hr 33 min,"Rachel y Carla como grandes amigas deciden ir a divertirse a un bar. Ahí conocen a Travis, Rachel pasa la noche con él siendo infiel a su esposo. Al día siguiente, Travis le pide dinero a cambio de su silencio.",https://pluto.tv/on-demand/movies/628ce5e1e135940013f32495/details
Premonition,Sci-Fi & Fantasy,R,1hr 26 min,"Después de un accidente automovilístico, el detective Jack Barnes comienza a tener premoniciones de desastres horribles. A medida que las premoniciones comienzan a hacerse realidad, Jack lucha para descifrar su significado y tratar de evitarlas.",https://pluto.tv/on-demand/movies/5f3fd89aad190c001a52e752/details
Las manos del diablo,Thriller,R,1hr 39 min,"Mientras investiga al asesino en ""La mano de Dios"", el agente Doyle es abordado por un hombre que confiesa la historia familiar de cómo las visiones de su padre fanático religioso conducen a una serie de asesinatos para destruir supuestos ""demonios"".",https://pluto.tv/on-demand/movies/66c4ab46e8203c00137f8dd8/details
Sobrevivientes,Thriller,R,1hr 31 min,"Después de mucho intentarlo, Alex convence a su esposa Jenn de acampar en un lugar apartado en el desierto canadiense, donde la belleza inimaginable se une a nuestros miedos más primitivos.",https://pluto.tv/on-demand/movies/5fda68ce0983410013dd6261/details
Miedo Extremo,Thriller,R,1hr 32 min,Una joven acude al psicólogo para explicarle la fobia terrible que tiene a los coches. De vuelta hacia su casa un acontecimiento la llevará a una situación en donde sus peores miedos se convierten en realidad,https://pluto.tv/on-demand/movies/62d6deda4f12bb0013683a37/details
